Iso3,IndicatorId,IndicatorScore,IndicatorName,nodelevel,ValidityYear,Unit,Note,year
GUY,AFF_DR,17348.5714285714,Drought affected,0,2022,Number,"",2022
HND,AFF_DR,43352.4285714286,Drought affected,0,2022,Number,"",2022
HRV,AFF_DR,0,Drought affected,0,2022,Number,"",2022
HTI,AFF_DR,161000,Drought affected,0,2022,Number,"",2022
HUN,AFF_DR,0,Drought affected,0,2022,Number,"",2022
IDN,AFF_DR,30885.7142857143,Drought affected,0,2022,Number,"",2022
IND,AFF_DR,28267857.1428571,Drought affected,0,2022,Number,"",2022
IRN,AFF_DR,1130857.14285714,Drought affected,0,2022,Number,"",2022
IRQ,AFF_DR,2e+05,Drought affected,0,2022,Number,"",2022
ISR,AFF_DR,0,Drought affected,0,2022,Number,"",2022
ITA,AFF_DR,0,Drought affected,0,2022,Number,"",2022
JAM,AFF_DR,2615.57142857143,Drought affected,0,2022,Number,"",2022
JOR,AFF_DR,9428.57142857143,Drought affected,0,2022,Number,"",2022
KAZ,AFF_DR,2028.57142857143,Drought affected,0,2022,Number,"",2022
KEN,AFF_DR,1595714.28571429,Drought affected,0,2022,Number,"",2022
KGZ,AFF_DR,57142.8571428571,Drought affected,0,2022,Number,"",2022
KHM,AFF_DR,258571.428571429,Drought affected,0,2022,Number,"",2022
KIR,AFF_DR,2400,Drought affected,0,2022,Number,"",2022
KOR,AFF_DR,0,Drought affected,0,2022,Number,"",2022
LAO,AFF_DR,21428.5714285714,Drought affected,0,2022,Number,"",2022
LCA,AFF_DR,0,Drought affected,0,2022,Number,"",2022
LKA,AFF_DR,249374.028571429,Drought affected,0,2022,Number,"",2022
LSO,AFF_DR,112571.857142857,Drought affected,0,2022,Number,"",2022
LTU,AFF_DR,0,Drought affected,0,2022,Number,"",2022
MAR,AFF_DR,7857.14285714286,Drought affected,0,2022,Number,"",2022
MDA,AFF_DR,6176.97142857143,Drought affected,0,2022,Number,"",2022
MDG,AFF_DR,178151.142857143,Drought affected,0,2022,Number,"",2022
MEX,AFF_DR,73285.7142857143,Drought affected,0,2022,Number,"",2022
MHL,AFF_DR,1048.85714285714,Drought affected,0,2022,Number,"",2022
MKD,AFF_DR,285.714285714286,Drought affected,0,2022,Number,"",2022
MLI,AFF_DR,349342.857142857,Drought affected,0,2022,Number,"",2022
MNG,AFF_DR,12857.1428571429,Drought affected,0,2022,Number,"",2022
MOZ,AFF_DR,343071.428571429,Drought affected,0,2022,Number,"",2022
MRT,AFF_DR,225213.171428571,Drought affected,0,2022,Number,"",2022
MUS,AFF_DR,0,Drought affected,0,2022,Number,"",2022
MWI,AFF_DR,807962.914285714,Drought affected,0,2022,Number,"",2022
MYS,AFF_DR,63000,Drought affected,0,2022,Number,"",2022
NAM,AFF_DR,77120,Drought affected,0,2022,Number,"",2022
NER,AFF_DR,786928.171428571,Drought affected,0,2022,Number,"",2022
NIC,AFF_DR,37514.2857142857,Drought affected,0,2022,Number,"",2022
NPL,AFF_DR,14371.4285714286,Drought affected,0,2022,Number,"",2022
NZL,AFF_DR,0,Drought affected,0,2022,Number,"",2022
PAK,AFF_DR,196597.485714286,Drought affected,0,2022,Number,"",2022
PAN,AFF_DR,0,Drought affected,0,2022,Number,"",2022
PER,AFF_DR,94900,Drought affected,0,2022,Number,"",2022
PHL,AFF_DR,115830.542857143,Drought affected,0,2022,Number,"",2022
PLW,AFF_DR,405.714285714286,Drought affected,0,2022,Number,"",2022
PNG,AFF_DR,86285.7142857143,Drought affected,0,2022,Number,"",2022
POL,AFF_DR,0,Drought affected,0,2022,Number,"",2022
PRK,AFF_DR,888571.428571429,Drought affected,0,2022,Number,"",2022
PRT,AFF_DR,0,Drought affected,0,2022,Number,"",2022
PRY,AFF_DR,50796.8571428571,Drought affected,0,2022,Number,"",2022
ROU,AFF_DR,0,Drought affected,0,2022,Number,"",2022
RUS,AFF_DR,28571.4285714286,Drought affected,0,2022,Number,"",2022
RWA,AFF_DR,58187,Drought affected,0,2022,Number,"",2022
SDN,AFF_DR,537428.571428571,Drought affected,0,2022,Number,"",2022
SEN,AFF_DR,59820.0571428571,Drought affected,0,2022,Number,"",2022
SLB,AFF_DR,10.8571428571429,Drought affected,0,2022,Number,"",2022
SLV,AFF_DR,42474.5714285714,Drought affected,0,2022,Number,"",2022
SOM,AFF_DR,759689.257142857,Drought affected,0,2022,Number,"",2022
SSD,AFF_DR,226228.571428571,Drought affected,0,2022,Number,"",2022
SWZ,AFF_DR,67257.1428571429,Drought affected,0,2022,Number,"",2022
SYR,AFF_DR,203685.714285714,Drought affected,0,2022,Number,"",2022
TCD,AFF_DR,209794.285714286,Drought affected,0,2022,Number,"",2022
TGO,AFF_DR,11428.5714285714,Drought affected,0,2022,Number,"",2022
THA,AFF_DR,1199502.91428571,Drought affected,0,2022,Number,"",2022
TJK,AFF_DR,108571.428571429,Drought affected,0,2022,Number,"",2022
TLS,AFF_DR,3428.57142857143,Drought affected,0,2022,Number,"",2022
TON,AFF_DR,0,Drought affected,0,2022,Number,"",2022
TTO,AFF_DR,0,Drought affected,0,2022,Number,"",2022
TUN,AFF_DR,0,Drought affected,0,2022,Number,"",2022
TUV,AFF_DR,291.542857142857,Drought affected,0,2022,Number,"",2022
TZA,AFF_DR,307542.857142857,Drought affected,0,2022,Number,"",2022
UGA,AFF_DR,127142.857142857,Drought affected,0,2022,Number,"",2022
UKR,AFF_DR,0,Drought affected,0,2022,Number,"",2022
URY,AFF_DR,318.142857142857,Drought affected,0,2022,Number,"",2022
USA,AFF_DR,0,Drought affected,0,2022,Number,"",2022
UZB,AFF_DR,17142.8571428571,Drought affected,0,2022,Number,"",2022
VCT,AFF_DR,0,Drought affected,0,2022,Number,"",2022
VEN,AFF_DR,0,Drought affected,0,2022,Number,"",2022
VNM,AFF_DR,244158.8,Drought affected,0,2022,Number,"",2022
WSM,AFF_DR,0,Drought affected,0,2022,Number,"",2022
ZAF,AFF_DR,940571.428571429,Drought affected,0,2022,Number,"",2022
ZMB,AFF_DR,193805.828571429,Drought affected,0,2022,Number,"",2022
ZWE,AFF_DR,748274.8,Drought affected,0,2022,Number,"",2022
AFG,AFF_DR.FREQ,0.17,Drought Frequency,0,2022,[%],"",2022
AGO,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
ALB,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
ARE,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
ARG,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
ARM,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
ATG,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
AUS,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
AUT,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
AZE,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
BDI,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
BEL,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
BEN,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
BFA,AFF_DR.FREQ,0.228571428571429,Drought Frequency,0,2022,[%],"",2022
BGD,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
BGR,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
BHR,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
BHS,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
BIH,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
BLR,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
BLZ,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
BOL,AFF_DR.FREQ,0.285714285714286,Drought Frequency,0,2022,[%],"",2022
BRA,AFF_DR.FREQ,0.371428571428571,Drought Frequency,0,2022,[%],"",2022
BRB,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
BRN,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
BTN,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
BWA,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
CAF,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
CAN,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
CHE,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
CHL,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
CHN,AFF_DR.FREQ,0.942857142857143,Drought Frequency,0,2022,[%],"",2022
CIV,AFF_DR.FREQ,0.942857142857143,Drought Frequency,0,2022,[%],"",2022
CMR,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
COD,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
COG,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
COL,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
COM,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
CPV,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
CRI,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
CUB,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
CYP,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
CZE,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
DEU,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
DJI,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
DMA,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
DNK,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
DOM,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
DZA,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
ECU,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
EGY,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
ERI,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
ESP,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
EST,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
ETH,AFF_DR.FREQ,0.371428571428571,Drought Frequency,0,2022,[%],"",2022
FIN,AFF_DR.FREQ,0.371428571428571,Drought Frequency,0,2022,[%],"",2022
FJI,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
FRA,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
FSM,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
GAB,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
GBR,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
GEO,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
GHA,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
GIN,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
GMB,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
GNB,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
GNQ,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
GRC,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
GRD,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
GTM,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
GUY,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
HND,AFF_DR.FREQ,0.285714285714286,Drought Frequency,0,2022,[%],"",2022
HRV,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
HTI,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
HUN,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
IDN,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
IND,AFF_DR.FREQ,0.228571428571429,Drought Frequency,0,2022,[%],"",2022
IRL,AFF_DR.FREQ,0.228571428571429,Drought Frequency,0,2022,[%],"",2022
IRN,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
IRQ,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
ISL,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
ISR,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
ITA,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
JAM,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
JOR,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
JPN,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
KAZ,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
KEN,AFF_DR.FREQ,0.371428571428571,Drought Frequency,0,2022,[%],"",2022
KGZ,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
KHM,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
KIR,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
KNA,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
KOR,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
KWT,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
LAO,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
LBN,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
LBR,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
LBY,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
LCA,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
LIE,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
LKA,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
LSO,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
LTU,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
LUX,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
LVA,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
MAR,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
MDA,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
MDG,AFF_DR.FREQ,0.257142857142857,Drought Frequency,0,2022,[%],"",2022
MDV,AFF_DR.FREQ,0.257142857142857,Drought Frequency,0,2022,[%],"",2022
MEX,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
MHL,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
MKD,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
MLI,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
MLT,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
MMR,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
MNE,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
MNG,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
MOZ,AFF_DR.FREQ,0.342857142857143,Drought Frequency,0,2022,[%],"",2022
MRT,AFF_DR.FREQ,0.228571428571429,Drought Frequency,0,2022,[%],"",2022
MUS,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
MWI,AFF_DR.FREQ,0.228571428571429,Drought Frequency,0,2022,[%],"",2022
MYS,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
NAM,AFF_DR.FREQ,0.228571428571429,Drought Frequency,0,2022,[%],"",2022
NER,AFF_DR.FREQ,0.285714285714286,Drought Frequency,0,2022,[%],"",2022
NGA,AFF_DR.FREQ,0.285714285714286,Drought Frequency,0,2022,[%],"",2022
NIC,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
NLD,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
NOR,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
NPL,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
NRU,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
NZL,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
OMN,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
PAK,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
PAN,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
PER,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
PHL,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
PLW,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
PNG,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
POL,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
PRK,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
PRT,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
PRY,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
PSE,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
QAT,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
ROU,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
RUS,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
RWA,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
SAU,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
SDN,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
SEN,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
SGP,AFF_DR.FREQ,0.114285714285714,Drought Frequency,0,2022,[%],"",2022
SLB,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
SLE,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
SLV,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
SOM,AFF_DR.FREQ,0.342857142857143,Drought Frequency,0,2022,[%],"",2022
SRB,AFF_DR.FREQ,0.342857142857143,Drought Frequency,0,2022,[%],"",2022
SSD,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
STP,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
SUR,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
SVK,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
SVN,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
SWE,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
SWZ,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
SYC,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
SYR,AFF_DR.FREQ,0.0857142857142857,Drought Frequency,0,2022,[%],"",2022
TCD,AFF_DR.FREQ,0.171428571428571,Drought Frequency,0,2022,[%],"",2022
TGO,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
THA,AFF_DR.FREQ,0.342857142857143,Drought Frequency,0,2022,[%],"",2022
TJK,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
TKM,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
TLS,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
TON,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
TTO,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
TUN,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
TUR,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
TUV,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
TZA,AFF_DR.FREQ,0.228571428571429,Drought Frequency,0,2022,[%],"",2022
UGA,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
UKR,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
URY,AFF_DR.FREQ,0.0571428571428571,Drought Frequency,0,2022,[%],"",2022
USA,AFF_DR.FREQ,0.485714285714286,Drought Frequency,0,2022,[%],"",2022
UZB,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
VCT,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
VEN,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
VNM,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
VUT,AFF_DR.FREQ,0.2,Drought Frequency,0,2022,[%],"",2022
WSM,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
YEM,AFF_DR.FREQ,0.0285714285714286,Drought Frequency,0,2022,[%],"",2022
ZAF,AFF_DR.FREQ,0.257142857142857,Drought Frequency,0,2022,[%],"",2022
ZMB,AFF_DR.FREQ,0.142857142857143,Drought Frequency,0,2022,[%],"",2022
ZWE,AFF_DR.FREQ,15.8,Drought Frequency,0,2022,[%],"",2022
AFG,AFF_DR_REL,2.72482077998764,"",1,0,0-10,"",2022
AGO,AFF_DR_REL,0.7841838909682,"",1,0,0-10,"",2022
ALB,AFF_DR_REL,3.15531630369683,"",1,0,0-10,"",2022
ARG,AFF_DR_REL,0.00230403608165754,"",1,0,0-10,"",2022
ARM,AFF_DR_REL,0.280948937672472,"",1,0,0-10,"",2022
AUS,AFF_DR_REL,0.834412541654396,"",1,0,0-10,"",2022
AZE,AFF_DR_REL,0,"",1,0,0-10,"",2022
BDI,AFF_DR_REL,0.783842418828415,"",1,0,0-10,"",2022
BFA,AFF_DR_REL,1.99867658276845,"",1,0,0-10,"",2022
BGD,AFF_DR_REL,0.0887058662147352,"",1,0,0-10,"",2022
BGR,AFF_DR_REL,0,"",1,0,0-10,"",2022
BIH,AFF_DR_REL,0.0470117576349498,"",1,0,0-10,"",2022
BOL,AFF_DR_REL,0.413990434598687,"",1,0,0-10,"",2022
BRA,AFF_DR_REL,0.602271040207234,"",1,0,0-10,"",2022
BRB,AFF_DR_REL,0,"",1,0,0-10,"",2022
BWA,AFF_DR_REL,0.174497450503735,"",1,0,0-10,"",2022
CAN,AFF_DR_REL,0,"",1,0,0-10,"",2022
CHL,AFF_DR_REL,0,"",1,0,0-10,"",2022
CHN,AFF_DR_REL,1.04641900993837,"",1,0,0-10,"",2022
CMR,AFF_DR_REL,0.0243158004126094,"",1,0,0-10,"",2022
COL,AFF_DR_REL,0.00592863983766436,"",1,0,0-10,"",2022
CPV,AFF_DR_REL,0.603812692911293,"",1,0,0-10,"",2022
